***** Running training *****
  Num examples = 68896
  Num Epochs = 10
  Instantaneous batch size per device = 24
  Total train batch size (w. parallel, distributed & accumulation) = 24
  Gradient Accumulation steps = 1
  Total optimization steps = 28710
{'loss': 3.676419401168823, 'learning_rate': 9.991292232671543e-06, 'epoch': 0.008707767328456984, 'step': 25}
{'loss': 2.4920265102386474, 'learning_rate': 9.982584465343087e-06, 'epoch': 0.017415534656913968, 'step': 50}
{'loss': 2.2167940092086793, 'learning_rate': 9.97387669801463e-06, 'epoch': 0.02612330198537095, 'step': 75}
{'loss': 1.9073095607757569, 'learning_rate': 9.965168930686173e-06, 'epoch': 0.034831069313827935, 'step': 100}
{'loss': 1.8133995628356934, 'learning_rate': 9.956461163357716e-06, 'epoch': 0.04353883664228492, 'step': 125}
{'loss': 1.6226876878738403, 'learning_rate': 9.94775339602926e-06, 'epoch': 0.0522466039707419, 'step': 150}
{'loss': 1.644063115119934, 'learning_rate': 9.939045628700802e-06, 'epoch': 0.06095437129919889, 'step': 175}
{'loss': 1.5702920532226563, 'learning_rate': 9.930337861372344e-06, 'epoch': 0.06966213862765587, 'step': 200}
{'loss': 1.5023112964630128, 'learning_rate': 9.921630094043888e-06, 'epoch': 0.07836990595611286, 'step': 225}
{'loss': 1.492605528831482, 'learning_rate': 9.91292232671543e-06, 'epoch': 0.08707767328456983, 'step': 250}
{'loss': 1.4091311645507814, 'learning_rate': 9.904214559386975e-06, 'epoch': 0.09578544061302682, 'step': 275}
{'loss': 1.373799238204956, 'learning_rate': 9.895506792058517e-06, 'epoch': 0.1044932079414838, 'step': 300}
{'loss': 1.343418893814087, 'learning_rate': 9.886799024730061e-06, 'epoch': 0.11320097526994079, 'step': 325}
{'loss': 1.3430815315246583, 'learning_rate': 9.878091257401603e-06, 'epoch': 0.12190874259839778, 'step': 350}
{'loss': 1.3238298606872558, 'learning_rate': 9.869383490073145e-06, 'epoch': 0.13061650992685475, 'step': 375}
{'loss': 1.3157981538772583, 'learning_rate': 9.86067572274469e-06, 'epoch': 0.13932427725531174, 'step': 400}
{'loss': 1.281835494041443, 'learning_rate': 9.851967955416232e-06, 'epoch': 0.14803204458376873, 'step': 425}
{'loss': 1.1749308705329895, 'learning_rate': 9.843260188087776e-06, 'epoch': 0.15673981191222572, 'step': 450}
{'loss': 1.1873646020889281, 'learning_rate': 9.834552420759318e-06, 'epoch': 0.16544757924068268, 'step': 475}
{'loss': 1.178482747077942, 'learning_rate': 9.825844653430862e-06, 'epoch': 0.17415534656913967, 'step': 500}
{'loss': 1.1220295643806457, 'learning_rate': 9.817136886102404e-06, 'epoch': 0.18286311389759666, 'step': 525}
{'loss': 1.1660429859161376, 'learning_rate': 9.808429118773947e-06, 'epoch': 0.19157088122605365, 'step': 550}
{'loss': 1.116577422618866, 'learning_rate': 9.79972135144549e-06, 'epoch': 0.20027864855451064, 'step': 575}
{'loss': 1.1610942363739014, 'learning_rate': 9.791013584117033e-06, 'epoch': 0.2089864158829676, 'step': 600}
{'loss': 1.1082046103477479, 'learning_rate': 9.782305816788577e-06, 'epoch': 0.21769418321142459, 'step': 625}
{'loss': 1.0579361414909363, 'learning_rate': 9.77359804946012e-06, 'epoch': 0.22640195053988157, 'step': 650}
{'loss': 1.1166827750205994, 'learning_rate': 9.764890282131663e-06, 'epoch': 0.23510971786833856, 'step': 675}
{'loss': 1.0811459255218505, 'learning_rate': 9.756182514803206e-06, 'epoch': 0.24381748519679555, 'step': 700}
{'loss': 1.0473561716079711, 'learning_rate': 9.747474747474748e-06, 'epoch': 0.25252525252525254, 'step': 725}
{'loss': 1.0580514287948608, 'learning_rate': 9.738766980146292e-06, 'epoch': 0.2612330198537095, 'step': 750}
{'loss': 1.0755068016052247, 'learning_rate': 9.730059212817834e-06, 'epoch': 0.2699407871821665, 'step': 775}
{'loss': 1.0375805640220641, 'learning_rate': 9.721351445489378e-06, 'epoch': 0.2786485545106235, 'step': 800}
{'loss': 0.9350478363037109, 'learning_rate': 9.71264367816092e-06, 'epoch': 0.28735632183908044, 'step': 825}
{'loss': 1.033877956867218, 'learning_rate': 9.703935910832464e-06, 'epoch': 0.29606408916753746, 'step': 850}
{'loss': 1.0216793417930603, 'learning_rate': 9.695228143504007e-06, 'epoch': 0.3047718564959944, 'step': 875}
{'loss': 1.076013879776001, 'learning_rate': 9.686520376175549e-06, 'epoch': 0.31347962382445144, 'step': 900}
{'loss': 0.9400138330459594, 'learning_rate': 9.677812608847093e-06, 'epoch': 0.3221873911529084, 'step': 925}
{'loss': 1.0164055228233337, 'learning_rate': 9.669104841518635e-06, 'epoch': 0.33089515848136536, 'step': 950}
{'loss': 0.9813439202308655, 'learning_rate': 9.66039707419018e-06, 'epoch': 0.3396029258098224, 'step': 975}
{'loss': 0.9749468302726746, 'learning_rate': 9.651689306861722e-06, 'epoch': 0.34831069313827934, 'step': 1000}
{'loss': 0.9840990924835205, 'learning_rate': 9.642981539533266e-06, 'epoch': 0.35701846046673635, 'step': 1025}
