***** Running training *****
  Num examples = 70996
  Num Epochs = 10
  Instantaneous batch size per device = 48
  Total train batch size (w. parallel, distributed & accumulation) = 48
  Gradient Accumulation steps = 1
  Total optimization steps = 14800
{'loss': 3.007845230102539, 'learning_rate': 7.986486486486487e-05, 'epoch': 0.016891891891891893, 'step': 25}
{'loss': 2.083675241470337, 'learning_rate': 7.972972972972974e-05, 'epoch': 0.033783783783783786, 'step': 50}
{'loss': 1.8619581699371337, 'learning_rate': 7.95945945945946e-05, 'epoch': 0.05067567567567568, 'step': 75}
{'loss': 1.7764684772491455, 'learning_rate': 7.945945945945946e-05, 'epoch': 0.06756756756756757, 'step': 100}
{'loss': 1.6664024639129638, 'learning_rate': 7.932432432432433e-05, 'epoch': 0.08445945945945946, 'step': 125}
{'loss': 1.6109443187713623, 'learning_rate': 7.91891891891892e-05, 'epoch': 0.10135135135135136, 'step': 150}
{'loss': 1.5320536518096923, 'learning_rate': 7.905405405405406e-05, 'epoch': 0.11824324324324324, 'step': 175}
{'loss': 1.4593368148803711, 'learning_rate': 7.891891891891892e-05, 'epoch': 0.13513513513513514, 'step': 200}
{'loss': 1.4107014322280884, 'learning_rate': 7.878378378378379e-05, 'epoch': 0.15202702702702703, 'step': 225}
{'loss': 1.3602355194091797, 'learning_rate': 7.864864864864865e-05, 'epoch': 0.16891891891891891, 'step': 250}
{'loss': 1.3122229623794555, 'learning_rate': 7.851351351351353e-05, 'epoch': 0.1858108108108108, 'step': 275}
{'loss': 1.301695432662964, 'learning_rate': 7.837837837837838e-05, 'epoch': 0.20270270270270271, 'step': 300}
{'loss': 1.2824078702926636, 'learning_rate': 7.824324324324326e-05, 'epoch': 0.2195945945945946, 'step': 325}
{'loss': 1.268230378627777, 'learning_rate': 7.810810810810811e-05, 'epoch': 0.23648648648648649, 'step': 350}
{'loss': 1.199552631378174, 'learning_rate': 7.797297297297297e-05, 'epoch': 0.2533783783783784, 'step': 375}
{'loss': 1.2090733432769776, 'learning_rate': 7.783783783783785e-05, 'epoch': 0.2702702702702703, 'step': 400}
{'loss': 1.194372115135193, 'learning_rate': 7.77027027027027e-05, 'epoch': 0.28716216216216217, 'step': 425}
{'loss': 1.1639402222633362, 'learning_rate': 7.756756756756758e-05, 'epoch': 0.30405405405405406, 'step': 450}
{'loss': 1.1061175632476807, 'learning_rate': 7.743243243243243e-05, 'epoch': 0.32094594594594594, 'step': 475}
{'loss': 1.0834036540985108, 'learning_rate': 7.729729729729731e-05, 'epoch': 0.33783783783783783, 'step': 500}
{'loss': 1.106108627319336, 'learning_rate': 7.716216216216216e-05, 'epoch': 0.3547297297297297, 'step': 525}
{'loss': 1.0617543435096741, 'learning_rate': 7.702702702702704e-05, 'epoch': 0.3716216216216216, 'step': 550}
{'loss': 1.0607144904136658, 'learning_rate': 7.68918918918919e-05, 'epoch': 0.3885135135135135, 'step': 575}
{'loss': 1.071142144203186, 'learning_rate': 7.675675675675675e-05, 'epoch': 0.40540540540540543, 'step': 600}
{'loss': 1.046836221218109, 'learning_rate': 7.662162162162163e-05, 'epoch': 0.4222972972972973, 'step': 625}
{'loss': 1.0067751264572145, 'learning_rate': 7.648648648648648e-05, 'epoch': 0.4391891891891892, 'step': 650}
{'loss': 1.046369354724884, 'learning_rate': 7.635135135135136e-05, 'epoch': 0.4560810810810811, 'step': 675}
{'loss': 1.0060727667808533, 'learning_rate': 7.621621621621623e-05, 'epoch': 0.47297297297297297, 'step': 700}
{'loss': 1.0097375583648682, 'learning_rate': 7.608108108108109e-05, 'epoch': 0.48986486486486486, 'step': 725}
{'loss': 0.9803812861442566, 'learning_rate': 7.594594594594596e-05, 'epoch': 0.5067567567567568, 'step': 750}
{'loss': 0.9591789197921753, 'learning_rate': 7.581081081081082e-05, 'epoch': 0.5236486486486487, 'step': 775}
{'loss': 0.9843890523910522, 'learning_rate': 7.567567567567568e-05, 'epoch': 0.5405405405405406, 'step': 800}
{'loss': 0.9754583978652954, 'learning_rate': 7.554054054054055e-05, 'epoch': 0.5574324324324325, 'step': 825}
{'loss': 0.9483327078819275, 'learning_rate': 7.540540540540541e-05, 'epoch': 0.5743243243243243, 'step': 850}
{'loss': 0.9122787809371948, 'learning_rate': 7.527027027027028e-05, 'epoch': 0.5912162162162162, 'step': 875}
{'loss': 0.9421252465248108, 'learning_rate': 7.513513513513514e-05, 'epoch': 0.6081081081081081, 'step': 900}
{'loss': 0.9000698256492615, 'learning_rate': 7.500000000000001e-05, 'epoch': 0.625, 'step': 925}
{'loss': 0.9074106478691101, 'learning_rate': 7.486486486486487e-05, 'epoch': 0.6418918918918919, 'step': 950}
{'loss': 0.8862214970588684, 'learning_rate': 7.472972972972974e-05, 'epoch': 0.6587837837837838, 'step': 975}
{'loss': 0.8954633593559265, 'learning_rate': 7.45945945945946e-05, 'epoch': 0.6756756756756757, 'step': 1000}
{'loss': 0.8620103526115418, 'learning_rate': 7.445945945945947e-05, 'epoch': 0.6925675675675675, 'step': 1025}
{'loss': 0.8995190215110779, 'learning_rate': 7.432432432432433e-05, 'epoch': 0.7094594594594594, 'step': 1050}
{'loss': 0.894134271144867, 'learning_rate': 7.41891891891892e-05, 'epoch': 0.7263513513513513, 'step': 1075}
{'loss': 0.885609257221222, 'learning_rate': 7.405405405405406e-05, 'epoch': 0.7432432432432432, 'step': 1100}
{'loss': 0.874451858997345, 'learning_rate': 7.391891891891892e-05, 'epoch': 0.7601351351351351, 'step': 1125}
{'loss': 0.8446511507034302, 'learning_rate': 7.378378378378379e-05, 'epoch': 0.777027027027027, 'step': 1150}
{'loss': 0.8417336225509644, 'learning_rate': 7.364864864864865e-05, 'epoch': 0.793918918918919, 'step': 1175}
{'loss': 0.8056266856193542, 'learning_rate': 7.351351351351353e-05, 'epoch': 0.8108108108108109, 'step': 1200}
{'loss': 0.8255711841583252, 'learning_rate': 7.337837837837838e-05, 'epoch': 0.8277027027027027, 'step': 1225}
{'loss': 0.8087860774993897, 'learning_rate': 7.324324324324325e-05, 'epoch': 0.8445945945945946, 'step': 1250}
{'loss': 0.7843605828285217, 'learning_rate': 7.310810810810811e-05, 'epoch': 0.8614864864864865, 'step': 1275}
{'loss': 0.7949081492424012, 'learning_rate': 7.297297297297297e-05, 'epoch': 0.8783783783783784, 'step': 1300}
{'loss': 0.8211562013626099, 'learning_rate': 7.283783783783785e-05, 'epoch': 0.8952702702702703, 'step': 1325}
{'loss': 0.7882116651535034, 'learning_rate': 7.27027027027027e-05, 'epoch': 0.9121621621621622, 'step': 1350}
{'loss': 0.7623393106460571, 'learning_rate': 7.256756756756758e-05, 'epoch': 0.9290540540540541, 'step': 1375}
{'loss': 0.7786685347557067, 'learning_rate': 7.243243243243243e-05, 'epoch': 0.9459459459459459, 'step': 1400}
{'loss': 0.7763915729522705, 'learning_rate': 7.229729729729731e-05, 'epoch': 0.9628378378378378, 'step': 1425}
{'loss': 0.779569263458252, 'learning_rate': 7.216216216216216e-05, 'epoch': 0.9797297297297297, 'step': 1450}
{'loss': 0.7768826961517334, 'learning_rate': 7.202702702702703e-05, 'epoch': 0.9966216216216216, 'step': 1475}
***** Running Evaluation: eval *****
  Num examples = 1095
  Batch size = 48
{'eval_loss': nan, 'eval_bleu': 22.61, 'eval_accuracy': 0.0, 'eval_correct': 0, 'eval_total': 1095, 'epoch': 1.0, 'step': 1480}
{'loss': 0.6626603531837464, 'learning_rate': 7.18918918918919e-05, 'epoch': 1.0135135135135136, 'step': 1500}
{'loss': 0.6555908226966858, 'learning_rate': 7.175675675675676e-05, 'epoch': 1.0304054054054055, 'step': 1525}
{'loss': 0.6434465503692627, 'learning_rate': 7.162162162162163e-05, 'epoch': 1.0472972972972974, 'step': 1550}
{'loss': 0.6531683468818664, 'learning_rate': 7.148648648648648e-05, 'epoch': 1.0641891891891893, 'step': 1575}
{'loss': 0.6339279103279114, 'learning_rate': 7.135135135135136e-05, 'epoch': 1.0810810810810811, 'step': 1600}
{'loss': 0.6703626084327697, 'learning_rate': 7.121621621621623e-05, 'epoch': 1.097972972972973, 'step': 1625}
{'loss': 0.6643648433685303, 'learning_rate': 7.108108108108109e-05, 'epoch': 1.114864864864865, 'step': 1650}
{'loss': 0.6448831748962403, 'learning_rate': 7.094594594594596e-05, 'epoch': 1.1317567567567568, 'step': 1675}
{'loss': 0.6449185574054718, 'learning_rate': 7.081081081081081e-05, 'epoch': 1.1486486486486487, 'step': 1700}
{'loss': 0.6519661462306976, 'learning_rate': 7.067567567567568e-05, 'epoch': 1.1655405405405406, 'step': 1725}
{'loss': 0.6559741353988647, 'learning_rate': 7.054054054054055e-05, 'epoch': 1.1824324324324325, 'step': 1750}
{'loss': 0.6422020483016968, 'learning_rate': 7.040540540540541e-05, 'epoch': 1.1993243243243243, 'step': 1775}
{'loss': 0.6294702553749084, 'learning_rate': 7.027027027027028e-05, 'epoch': 1.2162162162162162, 'step': 1800}
{'loss': 0.6250647783279419, 'learning_rate': 7.013513513513514e-05, 'epoch': 1.2331081081081081, 'step': 1825}
{'loss': 0.6205418658256531, 'learning_rate': 7.000000000000001e-05, 'epoch': 1.25, 'step': 1850}
{'loss': 0.6249871301651001, 'learning_rate': 6.986486486486487e-05, 'epoch': 1.2668918918918919, 'step': 1875}
{'loss': 0.6292463827133179, 'learning_rate': 6.972972972972974e-05, 'epoch': 1.2837837837837838, 'step': 1900}
{'loss': 0.6139589893817902, 'learning_rate': 6.95945945945946e-05, 'epoch': 1.3006756756756757, 'step': 1925}
{'loss': 0.6289906597137451, 'learning_rate': 6.945945945945947e-05, 'epoch': 1.3175675675675675, 'step': 1950}
{'loss': 0.6128218483924865, 'learning_rate': 6.932432432432433e-05, 'epoch': 1.3344594594594594, 'step': 1975}
{'loss': 0.6145521461963653, 'learning_rate': 6.91891891891892e-05, 'epoch': 1.3513513513513513, 'step': 2000}
{'loss': 0.6305468118190766, 'learning_rate': 6.905405405405406e-05, 'epoch': 1.3682432432432432, 'step': 2025}
{'loss': 0.6178397488594055, 'learning_rate': 6.891891891891892e-05, 'epoch': 1.385135135135135, 'step': 2050}
{'loss': 0.5916490650177002, 'learning_rate': 6.878378378378379e-05, 'epoch': 1.402027027027027, 'step': 2075}
{'loss': 0.6164113783836365, 'learning_rate': 6.864864864864865e-05, 'epoch': 1.4189189189189189, 'step': 2100}
{'loss': 0.6029695296287536, 'learning_rate': 6.851351351351352e-05, 'epoch': 1.4358108108108107, 'step': 2125}
{'loss': 0.5796906220912933, 'learning_rate': 6.837837837837838e-05, 'epoch': 1.4527027027027026, 'step': 2150}
{'loss': 0.6015397429466247, 'learning_rate': 6.824324324324325e-05, 'epoch': 1.4695945945945945, 'step': 2175}
{'loss': 0.6276027059555054, 'learning_rate': 6.810810810810811e-05, 'epoch': 1.4864864864864864, 'step': 2200}
{'loss': 0.5840105366706848, 'learning_rate': 6.797297297297298e-05, 'epoch': 1.5033783783783785, 'step': 2225}
{'loss': 0.6111793649196625, 'learning_rate': 6.783783783783785e-05, 'epoch': 1.5202702702702702, 'step': 2250}
{'loss': 0.59188756108284, 'learning_rate': 6.77027027027027e-05, 'epoch': 1.5371621621621623, 'step': 2275}
{'loss': 0.5934522116184234, 'learning_rate': 6.756756756756758e-05, 'epoch': 1.554054054054054, 'step': 2300}
