***** Running training *****
  Num examples = 46071
  Num Epochs = 10
  Instantaneous batch size per device = 24
  Total train batch size (w. parallel, distributed & accumulation) = 24
  Gradient Accumulation steps = 1
  Total optimization steps = 19200
{'loss': 3.2486459159851075, 'learning_rate': 1.9973958333333334e-05, 'epoch': 0.013020833333333334, 'step': 25}
{'loss': 2.330976195335388, 'learning_rate': 1.994791666666667e-05, 'epoch': 0.026041666666666668, 'step': 50}
{'loss': 2.0357979583740233, 'learning_rate': 1.9921875e-05, 'epoch': 0.0390625, 'step': 75}
{'loss': 1.876237049102783, 'learning_rate': 1.9895833333333334e-05, 'epoch': 0.052083333333333336, 'step': 100}
{'loss': 1.8036383867263794, 'learning_rate': 1.986979166666667e-05, 'epoch': 0.06510416666666667, 'step': 125}
{'loss': 1.6510338306427002, 'learning_rate': 1.984375e-05, 'epoch': 0.078125, 'step': 150}
{'loss': 1.6225146532058716, 'learning_rate': 1.9817708333333333e-05, 'epoch': 0.09114583333333333, 'step': 175}
{'loss': 1.5700555229187012, 'learning_rate': 1.979166666666667e-05, 'epoch': 0.10416666666666667, 'step': 200}
{'loss': 1.567148814201355, 'learning_rate': 1.9765625e-05, 'epoch': 0.1171875, 'step': 225}
{'loss': 1.513474097251892, 'learning_rate': 1.9739583333333333e-05, 'epoch': 0.13020833333333334, 'step': 250}
{'loss': 1.4041430044174195, 'learning_rate': 1.971354166666667e-05, 'epoch': 0.14322916666666666, 'step': 275}
{'loss': 1.4616586017608642, 'learning_rate': 1.96875e-05, 'epoch': 0.15625, 'step': 300}
{'loss': 1.3809303474426269, 'learning_rate': 1.9661458333333333e-05, 'epoch': 0.16927083333333334, 'step': 325}
{'loss': 1.4060248231887817, 'learning_rate': 1.963541666666667e-05, 'epoch': 0.18229166666666666, 'step': 350}
{'loss': 1.2929696464538574, 'learning_rate': 1.9609375e-05, 'epoch': 0.1953125, 'step': 375}
{'loss': 1.238636622428894, 'learning_rate': 1.9583333333333333e-05, 'epoch': 0.20833333333333334, 'step': 400}
{'loss': 1.2758166122436523, 'learning_rate': 1.9557291666666668e-05, 'epoch': 0.22135416666666666, 'step': 425}
{'loss': 1.304189953804016, 'learning_rate': 1.953125e-05, 'epoch': 0.234375, 'step': 450}
{'loss': 1.1847220683097839, 'learning_rate': 1.9505208333333333e-05, 'epoch': 0.24739583333333334, 'step': 475}
{'loss': 1.2525574827194215, 'learning_rate': 1.9479166666666668e-05, 'epoch': 0.2604166666666667, 'step': 500}
{'loss': 1.261853539943695, 'learning_rate': 1.9453125e-05, 'epoch': 0.2734375, 'step': 525}
{'loss': 1.1179587173461913, 'learning_rate': 1.9427083333333336e-05, 'epoch': 0.2864583333333333, 'step': 550}
{'loss': 1.2313039660453797, 'learning_rate': 1.9401041666666668e-05, 'epoch': 0.2994791666666667, 'step': 575}
{'loss': 1.1654535055160522, 'learning_rate': 1.9375e-05, 'epoch': 0.3125, 'step': 600}
{'loss': 1.1607989621162416, 'learning_rate': 1.9348958333333336e-05, 'epoch': 0.3255208333333333, 'step': 625}
{'loss': 1.139562225341797, 'learning_rate': 1.9322916666666668e-05, 'epoch': 0.3385416666666667, 'step': 650}
{'loss': 1.1703274035453797, 'learning_rate': 1.9296875000000003e-05, 'epoch': 0.3515625, 'step': 675}
{'loss': 1.0701907801628112, 'learning_rate': 1.9270833333333335e-05, 'epoch': 0.3645833333333333, 'step': 700}
{'loss': 1.1124694108963014, 'learning_rate': 1.9244791666666667e-05, 'epoch': 0.3776041666666667, 'step': 725}
{'loss': 1.0805180430412293, 'learning_rate': 1.9218750000000003e-05, 'epoch': 0.390625, 'step': 750}
{'loss': 1.0987042546272279, 'learning_rate': 1.9192708333333335e-05, 'epoch': 0.4036458333333333, 'step': 775}
{'loss': 1.0741386532783508, 'learning_rate': 1.916666666666667e-05, 'epoch': 0.4166666666666667, 'step': 800}
{'loss': 1.0654589581489562, 'learning_rate': 1.9140625000000003e-05, 'epoch': 0.4296875, 'step': 825}
{'loss': 1.0896478700637817, 'learning_rate': 1.9114583333333335e-05, 'epoch': 0.4427083333333333, 'step': 850}
{'loss': 1.0332461643218993, 'learning_rate': 1.908854166666667e-05, 'epoch': 0.4557291666666667, 'step': 875}
{'loss': 1.0258613395690919, 'learning_rate': 1.9062500000000003e-05, 'epoch': 0.46875, 'step': 900}
{'loss': 1.0382538414001465, 'learning_rate': 1.9036458333333335e-05, 'epoch': 0.4817708333333333, 'step': 925}
{'loss': 1.081132984161377, 'learning_rate': 1.901041666666667e-05, 'epoch': 0.4947916666666667, 'step': 950}
{'loss': 1.094029607772827, 'learning_rate': 1.8984375000000002e-05, 'epoch': 0.5078125, 'step': 975}
{'loss': 1.0989263606071473, 'learning_rate': 1.8958333333333334e-05, 'epoch': 0.5208333333333334, 'step': 1000}
{'loss': 0.9951912665367126, 'learning_rate': 1.893229166666667e-05, 'epoch': 0.5338541666666666, 'step': 1025}
{'loss': 1.0915418076515198, 'learning_rate': 1.8906250000000002e-05, 'epoch': 0.546875, 'step': 1050}
{'loss': 0.991046884059906, 'learning_rate': 1.8880208333333334e-05, 'epoch': 0.5598958333333334, 'step': 1075}
{'loss': 1.0512908101081848, 'learning_rate': 1.885416666666667e-05, 'epoch': 0.5729166666666666, 'step': 1100}
{'loss': 1.0863598084449768, 'learning_rate': 1.8828125000000002e-05, 'epoch': 0.5859375, 'step': 1125}
{'loss': 0.9849296283721923, 'learning_rate': 1.8802083333333334e-05, 'epoch': 0.5989583333333334, 'step': 1150}
{'loss': 1.0631655430793763, 'learning_rate': 1.877604166666667e-05, 'epoch': 0.6119791666666666, 'step': 1175}
{'loss': 1.0264002895355224, 'learning_rate': 1.8750000000000002e-05, 'epoch': 0.625, 'step': 1200}
{'loss': 0.9812407803535461, 'learning_rate': 1.8723958333333334e-05, 'epoch': 0.6380208333333334, 'step': 1225}
{'loss': 0.9554317927360535, 'learning_rate': 1.869791666666667e-05, 'epoch': 0.6510416666666666, 'step': 1250}
{'loss': 0.9650683808326721, 'learning_rate': 1.8671875e-05, 'epoch': 0.6640625, 'step': 1275}
{'loss': 0.9894949769973755, 'learning_rate': 1.8645833333333334e-05, 'epoch': 0.6770833333333334, 'step': 1300}
{'loss': 0.9923801493644714, 'learning_rate': 1.861979166666667e-05, 'epoch': 0.6901041666666666, 'step': 1325}
{'loss': 0.9771581864356995, 'learning_rate': 1.859375e-05, 'epoch': 0.703125, 'step': 1350}
{'loss': 0.9428189015388488, 'learning_rate': 1.8567708333333333e-05, 'epoch': 0.7161458333333334, 'step': 1375}
{'loss': 0.9890659117698669, 'learning_rate': 1.854166666666667e-05, 'epoch': 0.7291666666666666, 'step': 1400}
{'loss': 0.9051682019233703, 'learning_rate': 1.8515625e-05, 'epoch': 0.7421875, 'step': 1425}
{'loss': 0.9256132936477661, 'learning_rate': 1.8489583333333333e-05, 'epoch': 0.7552083333333334, 'step': 1450}
{'loss': 0.9013264751434327, 'learning_rate': 1.846354166666667e-05, 'epoch': 0.7682291666666666, 'step': 1475}
{'loss': 0.8544095134735108, 'learning_rate': 1.84375e-05, 'epoch': 0.78125, 'step': 1500}
{'loss': 0.9515761137008667, 'learning_rate': 1.8411458333333333e-05, 'epoch': 0.7942708333333334, 'step': 1525}
{'loss': 0.8839955723285675, 'learning_rate': 1.838541666666667e-05, 'epoch': 0.8072916666666666, 'step': 1550}
{'loss': 0.890476176738739, 'learning_rate': 1.8359375e-05, 'epoch': 0.8203125, 'step': 1575}
{'loss': 0.9273506033420563, 'learning_rate': 1.8333333333333333e-05, 'epoch': 0.8333333333333334, 'step': 1600}
{'loss': 0.8943351459503174, 'learning_rate': 1.830729166666667e-05, 'epoch': 0.8463541666666666, 'step': 1625}
{'loss': 0.8747018814086914, 'learning_rate': 1.828125e-05, 'epoch': 0.859375, 'step': 1650}
{'loss': 0.9007374358177185, 'learning_rate': 1.8255208333333333e-05, 'epoch': 0.8723958333333334, 'step': 1675}
{'loss': 0.9769225001335144, 'learning_rate': 1.8229166666666668e-05, 'epoch': 0.8854166666666666, 'step': 1700}
{'loss': 0.8785810339450836, 'learning_rate': 1.8203125e-05, 'epoch': 0.8984375, 'step': 1725}
